Document_ID,Topic,Text,Top_Keywords
672,24,非必要 外出 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 北京市 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 北京市 防汛 指挥部 提醒 广大 市民 非必要 外出 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留 北京市 发布 暴雨 红色 预警 信号 北京市 防汛 指挥部 启动 全市 防汛 红色 一级 预警 响应 气象预报 显示 预计 夜间 夜间 本市 出现 大暴雨 西部 南部 大暴雨 主要 降雨 过程 出现 时至 全市 大暴雨 房山 门头沟 昌平 海淀 石景山 丰台 延庆 大兴 通州 西城 东城 朝阳 部分 地区 有特 大暴雨 防汛 红色 预警 响应 发布 预警 解除 为止 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 广大 市民 非必要 外出 遇有 积水 路段 请勿 涉水 行车 不要 低洼 路段 区域 停放 车辆 地下室 居住 人员 密切 关注 降雨 内涝 风险 及时 避险 遇有 紧急情况 及时 拨打 紧急 救助 电话 本市 关闭 山洪 沟道 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 停止 组织 室内 室外 文化 体育 娱乐活动 做好 相关 人员 安全 疏散 工作 地下 经营性 场所 停业 学校 停止 全部 线下 教学活动 野外 教学活动 培训 机构 停止 全部 线下 培训 活动 妥善安置 安全 转移 相应 滞留 人员 在建 工地 停工 及时 转移 妥善安置 相关 工地 人员 停止 涉山 涉水 户外 旅游 关闭 所有 景区 公园 林场 民宿 民俗 停业 游客 疏导 劝返 做好 威胁 游客 疏散 避险 山区 险村 险户 滞留 游客 城区 危旧房屋 低洼 院落 威胁 人员 服从安排 尽早 转移 重点 危险 区域 主要 抢险 救援 道路 实施 临时 交通管制 措施 必要 采取 地铁 公交 停运 措施 北京市 防汛 指挥部 发布 应对 全市 防汛 红色 一级 预警 措施 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 广大 市民 非必要 外出 遇有 积水 路段 请勿 涉水 行车 不要 低洼 路段 区域 停放 车辆 地下室 居住 人员 密切 关注 降雨 内涝 风险 及时 避险 遇有 紧急情况 及时 拨打 停止 组织 室内 室外 文化 体育 娱乐活动 做好 相关 人员 安全 疏散 工作 地下 经营性 场所 停业 学校 停止 全部 线下 教学活动 野外 教学活动 培训 机构 停止 全部 线下 培训 活动 妥善安置 安全 转移 相应 滞留 人员 在建 工地 停工 及时 转移 妥善安置 相关 工地 人员 停止 涉山 涉水 户外 旅游 关闭 所有 景区 公园 林场 民宿 民俗 停业 游客 疏导 劝返 做好 威胁 游客 疏散 避险 及时 转移 安置 全部 威胁 群众 重点 关注 山区 险村 险户 滞留 游客 城区 危旧房屋 低洼 院落 威胁 人员 重点 危险 区域 主要 抢险 救援 道路 实施 临时 交通管制 措施 必要 采取 地铁 公交 停运 措施 关闭 山洪 沟道 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 北京 这场 雨有 猛烈 多久 北京市 气象台 首席 预报员 赵玮张 琳娜 北京市 气象 服务中心 服务 首席 尤焕苓 这场 进行 解读 暴雨 持续 多久 此次 降雨 过程 持续 影响 预计 夜间 北京 暴雨 大暴雨 局地 大暴雨 降雨 过程 阵风 可达 左右 此次 降雨 分为 三个 阶段 类似 列车 先后 影响 北京 第一阶段 列车 夜间 杜苏芮 消散 热带 低压 外围 降水 云系 影响 北京 大雨 西南部 地区 暴雨 伴有 雷电 短时 强降水 短时 大风 第二阶段 好似 列车 车厢 白天 早晨 热带 低压 主体 云系 到来 北京 将会 出现 暴雨 大暴雨 局地 大暴雨 此次 过程 降水量 最为 集中 最大 时段 西部 南部 地区 降水量 相对 较大 降雨 期间 东风 阵风 降雨 具有 间歇性 第三阶段 收尾 阶段 白天 北京 小到中雨 此次 过程 趋于 结束 暴雨 强度 是否 突破 历史纪录 此次 降雨 过程 持续时间 累计 雨量 具有 一定 极端 特别 白天 早晨 第二阶段 北京 降雨 最强 时段 此时 降水量 将会 达到 暴雨 大暴雨 量级 西南部 地区 达到 大暴雨 量级 小时 降水量 累计 降水量 很大 致灾 风险 目前 监测 来看 此次 天气 过程 水汽 十分 充足 持续时间 较长 东风 地形 结合 叠加 降雨 明显 增幅 作用 综合 研判 此次 降水 过程 极端 可能 突破 历史纪录 一定 注意 防范 地区 需要 特别 关注 北京 西南部 包括 门头沟 房山 海淀 西部 需要 尤其 关注 北京 此次 降水 主要 台风 减弱 低压 副热带 高压 外围 暖湿气流 共同 影响 二者 结合 位置 北京 西南部 北部 燕山 西部 太行山 余脉 地形 因素 北京 西南部 降水 一定 增幅 作用 降水量 可能 达到 大暴雨 毫米 以上 量级 可能 出现 三天 累计 降水量 毫米 情况 西南部 山区 强降水 诱发 中小 河流 洪水 山洪 地质灾害 次生 灾害 风险 较大 需要 高度 警惕 北京 台风 影响 情况 多见 总体 来说 不多见 据统计 自有 气象 记录 以来 台风 减弱 低压 接近 北京 北京地区 带来 比较 明显 风雨 影响 影响 最大 一次 浙江 登陆 台风 温黛 北京 带来 较大 降水 当时 全市 观测站 平均 降水量 超过 毫米 中新网,"停运, 厦门, 福州, 北开, 毫米"
673,29,北京市 卫健委 雨水 浸湿 部位 及时 清洁 以防 皮炎 北京市 气象台 升级 发布 暴雨 红色 预警 信号 预计 夜间 夜间 本市 出现 大暴雨 西部 南部 大暴雨 主要 降雨 过程 出现 时至 全市 大暴雨 房山 门头沟 昌平 海淀 石景山 丰台 延庆 大兴 通州 西城 东城 朝阳 部分 地区 有特 大暴雨 山区 山区 出现 强降水 诱发 中小 河流 洪水 山洪 地质灾害 次生 灾害 风险 较大 城市 低洼地区 容易 出现 积水 注意 防范 北京市 卫健委 特别 提示 来源 北京日报 客户端 暴雨 红色 预警 北京市 卫健委 雨水 浸湿 部位 及时 清洁 以防 皮炎,"洪水, 应急, 防御, 工作, 做好"
674,29,说来 奇怪 最近 台风 北京 大雨 梦里 出现 洪水 场景 感觉 漂流 先是 水少 小河沟 之后 漂到 入海 岔路 果断 上岸 相比 刺激 重要 一路 选择 安全 路线 远离 洪水 大海 仿佛 对岸 雨水 原因 电线 火星 赶快 距离 最远 路边 一路上 来得及 手机 路边 突然 看到 壮阔 大海 有点 拿出 手机 一张 照片 之后 返程 入海口 岸边 舒适 午饭 感觉 大家 古装 扮演 好像 红楼 角色 结束 午餐 回到 对岸 仿佛 看到 一座 会议 中心 好像 需要 外面 楼梯 进入 会议室 小伙伴 一起 上去 恐高 好像 退路 无奈 只能 外部 楼梯 到顶 类似 天桥 悬空 软梯 会议室 一点 不敢 向下 最后 终于 有惊无险 进入 会议 大楼 大楼 里面 好像 莫名 拥有 一只 宠物猫 非常 乖巧 面膜 体验 地方 面膜 宠物猫 特别 坐在 旁边 场景 记不太清,"洪水, 应急, 防御, 工作, 做好"
675,28,防办 启动 防洪 三级 应急 响应 通知 市防指 成员 单位 各分部 工作组 水务 集团 各区 防指 据市 气象部门 预报 我市 日至 持续性 强降雨 过程 主要 降雨 时段 今天 凌晨 白天 累计 降雨量 毫米 部分 地区 毫米 局地 可达 毫米 最大 小时 降雨量 毫米 海河 流域 日至 累计 降雨量 毫米 部分 地区 毫米 局地 可达 毫米 最大 小时 降雨量 毫米 大清河 毫米 子牙河 毫米 海河 干流 毫米 水利部 海委 水文 预报 三河 永定河 大清河 子牙河 洪水 下泄 国家 防总 针对 北京 天津 河北 省市 防汛 应急 响应 升级 至级 天津市 防汛 抗旱 应急 预案 规定 防办 综合 会商 研判 决定 分将市 防洪 应急 响应 升级 为市 防洪 应急 响应 气象局 水务局 规划 资源 局市 公安局 城市 管理 委市 消防 救援 总队 防办 要求 组织 专业 骨干 到市 应急 救援 指挥中心 上岗 参加 联合 值守 工作 气象 海洋 水情 组要 密切 关注 天气 变化 及时 发布 气象 风暴潮 海浪 洪水 信息 调度 组要 做好 本市 主要 行洪 河道 调度 运行 工作 适时 提出 农村 排沥限禁排 调度 建议 抢险 组要 需要 组织 市级 防汛 应急 救援 队伍 执行 抢险救灾 任务 转移 安置 组要 准备 安置 群众 所需 救灾物资 设备 物资 组要 做好 调运 防汛 物资 准备 通讯 组要 组织 指导 基础 电信 运营 企业 铁塔 公司 开展 通信 保障 工作 保卫组 组织 做好 抢险救灾 物资 运输 路线 道路交通 秩序 保障 抢险救灾 现场 安全 警戒 人员 车辆 疏导 工作 交通运输 组要 筹划 集结 防汛 抢险救灾 行动 所需 运输 车辆 生活 保障 组要 指导 人民政府 做好 防汛 应急 队伍 转移 安置 群众 生活 保障 准备 信息 宣传组 适时 媒体 通报 雨水 工作 情况 市教委 组织 各区 区域 降雨 情况 中小学校 幼儿园 实施 弹性 教学 住房 城乡建设 委要 组织 做好 在建 工程 适时 停工 指导 各区 做好 危陋 房屋 群众 避险 转移 安置工作 城市 管理 委要 加强 户外 广告牌 搭建 防风 加固 交通运输 委要 适时 封闭 山区 路段 开展 损毁 路段 应急 抢修 商务局 组织 做好 生活必需品 市场供应 工作 电力公司 组织 做好 防汛 抢险救灾 电力 保障 工作 天津警备区 武警 天津 总队 消防 救援 总队 组织 做好 参加 防汛 抢险救灾 准备 工作组 市防指 成员 单位 各区 预案 做好 防汛 抢险救灾 准备 保障 工作 来源 天津市 应急 管理局,"毫米, 应急, 做好, 防汛, 组织"
676,25,今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 降雨 影响 白天 最高 气温 左右 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 北京市 防汛 指挥部 提醒 广大 市民 非必要 外出 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留,"毫米, 预警, 红色, 防汛, 山区"
677,28,防办 启动 防洪 三级 应急 响应 通知 市防指 成员 单位 各分部 工作组 水务 集团 各区 防指 据市 气象部门 预报 我市 日至 持续性 强降雨 过程 主要 降雨 时段 今天 凌晨 白天 累计 降雨量 毫米 部分 地区 毫米 局地 可达 毫米 最大 小时 降雨量 毫米 海河 流域 日至 累计 降雨量 毫米 部分 地区 毫米 局地 可达 毫米 最大 小时 降雨量 毫米 大清河 毫米 子牙河 毫米 海河 干流 毫米 水利部 海委 水文 预报 三河 永定河 大清河 子牙河 洪水 下泄 国家 防总 针对 北京 天津 河北 省市 防汛 应急 响应 升级 至级 天津市 防汛 抗旱 应急 预案 规定 防办 综合 会商 研判 决定 分将市 防洪 应急 响应 升级 为市 防洪 应急 响应 气象局 水务局 规划 资源 局市 公安局 城市 管理 委市 消防 救援 总队 防办 要求 组织 专业 骨干 到市 应急 救援 指挥中心 上岗 参加 联合 值守 工作 气象 海洋 水情 组要 密切 关注 天气 变化 及时 发布 气象 风暴潮 海浪 洪水 信息 调度 组要 做好 本市 主要 行洪 河道 调度 运行 工作 适时 提出 农村 排沥限禁排 调度 建议 抢险 组要 需要 组织 市级 防汛 应急 救援 队伍 执行 抢险救灾 任务 转移 安置 组要 准备 安置 群众 所需 救灾物资 设备 物资 组要 做好 调运 防汛 物资 准备 通讯 组要 组织 指导 基础 电信 运营 企业 铁塔 公司 开展 通信 保障 工作 保卫组 组织 做好 抢险救灾 物资 运输 路线 道路交通 秩序 保障 抢险救灾 现场 安全 警戒 人员 车辆 疏导 工作 交通运输 组要 筹划 集结 防汛 抢险救灾 行动 所需 运输 车辆 生活 保障 组要 指导 人民政府 做好 防汛 应急 队伍 转移 安置 群众 生活 保障 准备 信息 宣传组 适时 媒体 通报 雨水 工作 情况 市教委 组织 各区 区域 降雨 情况 中小学校 幼儿园 实施 弹性 教学 住房 城乡建设 委要 组织 做好 在建 工程 适时 停工 指导 各区 做好 危陋 房屋 群众 避险 转移 安置工作 城市 管理 委要 加强 户外 广告牌 搭建 防风 加固 交通运输 委要 适时 封闭 山区 路段 开展 损毁 路段 应急 抢修 商务局 组织 做好 生活必需品 市场供应 工作 电力公司 组织 做好 防汛 抢险救灾 电力 保障 工作 天津警备区 武警 天津 总队 消防 救援 总队 组织 做好 参加 防汛 抢险救灾 准备 工作组 市防指 成员 单位 各区 预案 做好 防汛 抢险救灾 准备 保障 工作,"毫米, 应急, 做好, 防汛, 组织"
678,36,河南 河北 见到 不少 村镇 河滩 以为 几十年 洪水 高枕无忧 最后 只能 愚蠢 交学费,"洪水, 流域, 预警, 蓝色, 永定河"
679,20,北京市 启动 防汛 红色 预警 响应 文化 旅游局 发布 安全 提示 全市 启动 防汛 红色 预警 响应 防汛 应急 预案 关闭 全市 所有 景区 做好 威胁 游客 疏散 避险 全市 乡村 民宿 暂停营业 及时 劝返 入住 游客 游客 转移 安全 避险 场所 暂停 旅行社 旅游 活动 尽到 安全 告知 提示 义务 暂停 各类 演出 活动 暂停 文化 艺术类 校外 培训 机构 线下 培训 酒店 提示 提醒 入住 客人 非必要 外出 减少 外出 做好 相关 服务 保障 各区 相关 单位 景区 关闭 乡村 民宿 暂停营业 暂停 各类 演出 活动 线下 培训 做好 督导 检查 督促 相关 单位 处理 关闭 暂停 引发 善后事宜 及时 关闭 暂停 信息 社会 公告 文旅 北京,"预警, 防汛, 响应, 红色, 地区"
680,19,暴雨 天气 保平安 这份 安全 指南 收好 出行 如遇 大雨 天气 才能 确保 平安 不同 出行 方式 注意 洪水 到来 自救 这份 暴雨 天气 安全 指南 收好 媒体 平安 新闻,"天气, 安全, 出行, 收好, 这份"
681,35,北京 大兴 消防 超话 转存 暴雨 红色 预警 持续 收好 这份 避险 指南 室内 洪水 进屋 速拉 电闸 高处 转移 户外 远离 电线杆 路灯 小心 脚下 被困 盲目 涉水 撤离 夜间 可开 闪光灯 收好 这份 避险 自救 攻略 关键时刻 救命,"北京, 洪水, 预警, 发布, 蓝色"
682,21,暴雨 洪水 来袭 自救 夏季 多雨 大量 降水 部分 地区 容易 形成 洪涝灾害 暴雨 洪水 来袭 惊慌 掌握 安全 避险 自救 方法 了解,"洪水, 预警, 海河, 流域, 发布"
